id_kabkot,id_kecamatan,id_desa_kelurahan,nama_kelurahan
32.09,32.09.13,32.09.13.2003,SINDANGHAYU
32.09,32.09.13,32.09.13.2004,CIAWIGAJAH
32.09,32.09.13,32.09.13.2008,CIKANCAS
32.09,32.09.13,32.09.13.2009,HALIMPU
32.09,32.09.13,32.09.13.2010,CIPINANG
32.09,32.09.13,32.09.13.2011,BEBER
32.09,32.09.13,32.09.13.2012,PATAPAN
32.09,32.09.13,32.09.13.2013,KONDANGSARI
32.09,32.09.38,32.09.38.2001,GUMULUNG LEBAK
32.09,32.09.38,32.09.38.2002,LEBAK MEKAR
32.09,32.09.38,32.09.38.2003,GUMULUNG TONGGOH
32.09,32.09.38,32.09.38.2004,KAMARANG
32.09,32.09.38,32.09.38.2005,GREGED
32.09,32.09.38,32.09.38.2006,KAMARANG LEBAK
32.09,32.09.38,32.09.38.2007,DURAJAYA
32.09,32.09.38,32.09.38.2008,JATIPANCUR
32.09,32.09.38,32.09.38.2009,SINDANG KEMPENG
32.09,32.09.38,32.09.38.2010,NANGGELA
32.09,32.09.14,32.09.14.2001,SAMPIRAN
32.09,32.09.14,32.09.14.2002,CIPERNA
32.09,32.09.14,32.09.14.2003,KECOMBERAN
32.09,32.09.14,32.09.14.2004,CIREBON GIRANG
32.09,32.09.14,32.09.14.2005,KERANDON
32.09,32.09.14,32.09.14.2006,WANASABA KIDUL
32.09,32.09.14,32.09.14.2007,WANASABA LOR
32.09,32.09.14,32.09.14.2008,CEMPAKA
32.09,32.09.14,32.09.14.2009,KEPONGPONGAN
32.09,32.09.14,32.09.14.2011,KUBANG
32.09,32.09.14,32.09.14.2010,SARWADADI
32.09,32.09.15,32.09.15.2001,MATANGAJI
32.09,32.09.15,32.09.15.2002,SIDAWANGI
32.09,32.09.15,32.09.15.1003,BABAKAN
32.09,32.09.15,32.09.15.1004,SUMBER
32.09,32.09.15,32.09.15.1005,PERBUTULAN
32.09,32.09.15,32.09.15.1011,KEMANTREN
32.09,32.09.15,32.09.15.1012,SENDANG
32.09,32.09.15,32.09.15.1010,GEGUNUNG
32.09,32.09.15,32.09.15.1009,PEJAMBON
32.09,32.09.15,32.09.15.1008,WATUBELAH
32.09,32.09.15,32.09.15.1007,PASALAKAN
32.09,32.09.15,32.09.15.1006,KALIWADAS
32.09,32.09.15,32.09.15.1013,TUKMUDAL
32.09,32.09.15,32.09.15.1014,KENANGA
32.09,32.09.16,32.09.16.2001,BOBOS
32.09,32.09.16,32.09.16.2002,CIKALAHANG
32.09,32.09.16,32.09.16.2003,MANDALA
32.09,32.09.16,32.09.16.2007,CISAAT
32.09,32.09.16,32.09.16.2009,SINDANGJAWA
32.09,32.09.16,32.09.16.2008,SINDANGMEKAR
32.09,32.09.16,32.09.16.2006,CANGKOAK
32.09,32.09.16,32.09.16.2010,KEPUNDUAN
32.09,32.09.16,32.09.16.2005,BALAD
32.09,32.09.16,32.09.16.2004,DUKUPUNTANG
32.09,32.09.16,32.09.16.2012,CIPANAS
32.09,32.09.16,32.09.16.2011,GIRINATA
32.09,32.09.16,32.09.16.2013,KEDONGDONG KIDUL
32.09,32.09.17,32.09.17.2003,KEPUH
32.09,32.09.17,32.09.17.2002,CILUKRAK
32.09,32.09.17,32.09.17.2004,BALERANTE
32.09,32.09.17,32.09.17.2005,PANONGAN
32.09,32.09.17,32.09.17.2006,BEBERAN
32.09,32.09.17,32.09.17.2007,SEMPLO
32.09,32.09.17,32.09.17.2008,PALIMANAN TIMUR
32.09,32.09.17,32.09.17.2011,PEGAGAN
32.09,32.09.17,32.09.17.2012,LUNGBENDA
32.09,32.09.17,32.09.17.2013,CIAWI
32.09,32.09.17,32.09.17.2015,CENGKUANG
32.09,32.09.17,32.09.17.2014,TEGALKARANG
32.09,32.09.18,32.09.18.2001,CEMPAKA
32.09,32.09.18,32.09.18.2002,PAMIJAHAN
32.09,32.09.18,32.09.18.2003,LURAH
32.09,32.09.18,32.09.18.2004,MARIKANGEN
32.09,32.09.18,32.09.18.2005,BODE LOR
32.09,32.09.18,32.09.18.2006,BODESARI
32.09,32.09.18,32.09.18.2007,GOMBANG
32.09,32.09.18,32.09.18.2008,KARANGMULYA
32.09,32.09.18,32.09.18.2009,KARANGASEM
32.09,32.09.18,32.09.18.2010,PLUMBON
32.09,32.09.18,32.09.18.2011,PURBAWINANGUN
32.09,32.09.18,32.09.18.2012,KEBAREPAN
32.09,32.09.18,32.09.18.2013,PASANGGRAHAN
32.09,32.09.18,32.09.18.2014,KEDUNGSANA
32.09,32.09.18,32.09.18.2015,DANAMULYA
32.09,32.09.31,32.09.31.2001,CIKEDUK
32.09,32.09.31,32.09.31.2004,WARUGEDE
32.09,32.09.31,32.09.31.2012,KARANGWANGI
32.09,32.09.31,32.09.31.2011,GETASAN
32.09,32.09.31,32.09.31.2010,KEJUDEN
32.09,32.09.31,32.09.31.2009,KEDUANAN
32.09,32.09.31,32.09.31.2005,WARUROYOM
32.09,32.09.31,32.09.31.2003,WARUKAWUNG
32.09,32.09.31,32.09.31.2002,WARUJAYA
32.09,32.09.31,32.09.31.2006,DEPOK
32.09,32.09.31,32.09.31.2007,KASUGENGAN KIDUL
32.09,32.09.31,32.09.31.2008,KASUGENGAN LOR
32.09,32.09.19,32.09.19.2001,KARANGSARI
32.09,32.09.19,32.09.19.2002,KERTASARI
32.09,32.09.19,32.09.19.2004,MEGU CILIK
32.09,32.09.19,32.09.19.2003,MEGU GEDE
32.09,32.09.19,32.09.19.2005,SETU WETAN
32.09,32.09.19,32.09.19.2007,WERU KIDUL
32.09,32.09.19,32.09.19.2006,SETU KULON
32.09,32.09.19,32.09.19.2009,TEGALWANGI
32.09,32.09.19,32.09.19.2008,WERU LOR
32.09,32.09.36,32.09.36.2003,PANEMBAHAN
32.09,32.09.36,32.09.36.2004,TRUSMI WETAN
32.09,32.09.36,32.09.36.2005,TRUSMI KULON
32.09,32.09.36,32.09.36.2008,SARABAU
32.09,32.09.36,32.09.36.2007,GAMEL
32.09,32.09.36,32.09.36.2006,WOTGALI
32.09,32.09.36,32.09.36.2002,KALIWULU
32.09,32.09.36,32.09.36.2001,TEGALSARI
32.09,32.09.36,32.09.36.2009,CANGKRING
32.09,32.09.36,32.09.36.2010,PANGKALAN
32.09,32.09.35,32.09.35.2001,PALIR
32.09,32.09.35,32.09.35.2002,ASTAPADA
32.09,32.09.35,32.09.35.2003,GESIK
32.09,32.09.35,32.09.35.2004,KEMLAKAGEDE
32.09,32.09.35,32.09.35.2005,DAWUAN
32.09,32.09.35,32.09.35.2006,BATTEMBAT
32.09,32.09.35,32.09.35.2007,KALIBARU
32.09,32.09.35,32.09.35.2008,KALITENGAH
32.09,32.09.20,32.09.20.2005,KALIKOA
32.09,32.09.20,32.09.20.2004,KEDUNGDAWA
32.09,32.09.20,32.09.20.2006,TUK
32.09,32.09.20,32.09.20.2007,KEDUNGJAYA
32.09,32.09.20,32.09.20.2008,KEDAWUNG
32.09,32.09.20,32.09.20.2009,KERTAWINANGUN
32.09,32.09.20,32.09.20.2010,SUTAWINANGUN
32.09,32.09.20,32.09.20.2011,PILANGSARI
32.09,32.09.21,32.09.21.2001,ADIDHARMA
32.09,32.09.21,32.09.21.2002,PASINDANGAN
32.09,32.09.21,32.09.21.2003,JADIMULYA
32.09,32.09.21,32.09.21.2004,KLAYAN
32.09,32.09.21,32.09.21.2005,JATIMERTA
32.09,32.09.21,32.09.21.2006,ASTANA
32.09,32.09.21,32.09.21.2007,KALISAPU
32.09,32.09.21,32.09.21.2008,WANAKAYA
32.09,32.09.21,32.09.21.2009,GROGOL
32.09,32.09.21,32.09.21.2010,BABADAN
32.09,32.09.21,32.09.21.2011,BUYUT
32.09,32.09.21,32.09.21.2012,MAYUNG
32.09,32.09.21,32.09.21.2016,SAMBENG
32.09,32.09.21,32.09.21.2017,SIRNABAYA
32.09,32.09.21,32.09.21.2015,MERTASINGA
32.09,32.09.22,32.09.22.2017,BUNGKO
32.09,32.09.22,32.09.22.2010,KERTASURA
32.09,32.09.22,32.09.22.2011,PEGAGAN KIDUL
32.09,32.09.22,32.09.22.2012,PEGAGAN LOR
32.09,32.09.22,32.09.22.2013,DUKUH
32.09,32.09.22,32.09.22.2014,KARANGKENDAL
32.09,32.09.22,32.09.22.2015,GROGOL
32.09,32.09.22,32.09.22.2016,KAPETAKAN
32.09,32.09.22,32.09.22.2018,BUNGKO LOR
32.09,32.09.39,32.09.39.2009,SURANENGGALA KULON
32.09,32.09.39,32.09.39.2006,SURAKARTA
32.09,32.09.39,32.09.39.2005,KERATON
32.09,32.09.39,32.09.39.2004,PURWAWINANGUN
32.09,32.09.39,32.09.39.2003,MUARA
32.09,32.09.39,32.09.39.2007,KARANGREJA
32.09,32.09.39,32.09.39.2008,SURANENGGALA KIDUL
32.09,32.09.39,32.09.39.2010,SURANENGGALA LOR
32.09,32.09.39,32.09.39.2011,SURANENGGALA
32.09,32.09.23,32.09.23.2001,SERANG
32.09,32.09.23,32.09.23.2002,KLANGENAN
32.09,32.09.23,32.09.23.2003,DANAWINANGUN
32.09,32.09.23,32.09.23.2007,PEKANTINGAN
32.09,32.09.23,32.09.23.2008,JEMARAS KIDUL
32.09,32.09.23,32.09.23.2009,JEMARAS LOR
32.09,32.09.23,32.09.23.2010,SLANGIT
32.09,32.09.23,32.09.23.2011,KREYO
32.09,32.09.23,32.09.23.2012,BANGODUA
32.09,32.09.40,32.09.40.2001,JAMBLANG
32.09,32.09.40,32.09.40.2002,SITIWINANGUN
32.09,32.09.40,32.09.40.2003,WANGUNHARJA
32.09,32.09.40,32.09.40.2004,BOJONG WETAN
32.09,32.09.40,32.09.40.2005,BOJONG LOR
32.09,32.09.40,32.09.40.2006,ORIMALANG
32.09,32.09.40,32.09.40.2007,BAKUNG KIDUL
32.09,32.09.40,32.09.40.2008,BAKUNG LOR
32.09,32.09.24,32.09.24.2001,SENDE
32.09,32.09.24,32.09.24.2002,JUNGJANG WETAN
32.09,32.09.24,32.09.24.2003,JUNGJANG
32.09,32.09.24,32.09.24.2004,ARJAWINANGUN
32.09,32.09.24,32.09.24.2005,TEGALGUBUG
32.09,32.09.24,32.09.24.2007,RAWAGATEL
32.09,32.09.24,32.09.24.2006,TEGALGUBUG LOR
32.09,32.09.24,32.09.24.2008,KARANGSAMBUNG
32.09,32.09.24,32.09.24.2009,BULAK
32.09,32.09.24,32.09.24.2010,GEYONGAN
32.09,32.09.24,32.09.24.2011,KEBONTURI
32.09,32.09.25,32.09.25.2001,KALIANYAR
32.09,32.09.25,32.09.25.2002,PANGURAGAN KULON
32.09,32.09.25,32.09.25.2003,PANGURAGAN WETAN
32.09,32.09.25,32.09.25.2004,PANGURAGAN LOR
32.09,32.09.25,32.09.25.2005,PANGURAGAN
32.09,32.09.25,32.09.25.2006,GUJEG
32.09,32.09.25,32.09.25.2007,LEMAHTAMBA
32.09,32.09.25,32.09.25.2008,KARANGANYAR
32.09,32.09.25,32.09.25.2009,KROYA
32.09,32.09.26,32.09.26.2006,CIWARINGIN
32.09,32.09.26,32.09.26.2005,BABAKAN
32.09,32.09.26,32.09.26.2004,BUDUR
32.09,32.09.26,32.09.26.2007,GINTUNGRANJENG
32.09,32.09.26,32.09.26.2008,GINTUNG KIDUL
32.09,32.09.26,32.09.26.2009,GINTUNG TENGAH
32.09,32.09.26,32.09.26.2010,BRINGIN
32.09,32.09.26,32.09.26.2011,GALAGAMBA
32.09,32.09.37,32.09.37.2004,CUPANG
32.09,32.09.37,32.09.37.2001,CIKEUSAL
32.09,32.09.37,32.09.37.2006,WALAHAR
32.09,32.09.37,32.09.37.2002,PALIMANAN BARAT
32.09,32.09.37,32.09.37.2005,GEMPOL
32.09,32.09.37,32.09.37.2003,KEDUNGBUNDER
32.09,32.09.37,32.09.37.2007,KEMPEK
32.09,32.09.37,32.09.37.2008,WINONG
32.09,32.09.27,32.09.27.2001,TANGKIL
32.09,32.09.27,32.09.27.2002,WIYONG
32.09,32.09.27,32.09.27.2003,KEDONGDONG
32.09,32.09.27,32.09.27.2004,GINTUNG LOR
32.09,32.09.27,32.09.27.2005,BOJONG KULON
32.09,32.09.27,32.09.27.2006,KEJIWAN
32.09,32.09.27,32.09.27.2007,SUSUKAN
32.09,32.09.27,32.09.27.2008,LUWUNG KENCANA
32.09,32.09.27,32.09.27.2009,BUNDER
32.09,32.09.27,32.09.27.2010,JATIPURA
32.09,32.09.27,32.09.27.2011,UJUNGGEBANG
32.09,32.09.27,32.09.27.2012,JATIANOM
32.09,32.09.28,32.09.28.2014,BAYALANGU KIDUL
32.09,32.09.28,32.09.28.2013,BAYALANGU LOR
32.09,32.09.28,32.09.28.2001,KEDUNGDALEM
32.09,32.09.28,32.09.28.2002,PANUNGGUL
32.09,32.09.28,32.09.28.2003,GEGESIK WETAN
32.09,32.09.28,32.09.28.2004,GEGESIK KIDUL
32.09,32.09.28,32.09.28.2007,SLENDRA
32.09,32.09.28,32.09.28.2008,JAGAPURA KIDUL
32.09,32.09.28,32.09.28.2005,GEGESIK LOR
32.09,32.09.28,32.09.28.2006,GEGESIK KULON
32.09,32.09.28,32.09.28.2009,JAGAPURA WETAN
32.09,32.09.28,32.09.28.2010,JAGAPURA KULON
32.09,32.09.28,32.09.28.2011,JAGAPURA LOR
32.09,32.09.28,32.09.28.2012,SIBUBUT
32.09,32.09.29,32.09.29.2001,KALIDERES
32.09,32.09.29,32.09.29.2003,PRAJAWINANGUN WETAN
32.09,32.09.29,32.09.29.2002,PRAJAWINANGUN KULON
32.09,32.09.29,32.09.29.2007,KALIWEDI KIDUL
32.09,32.09.29,32.09.29.2006,KALIWEDI LOR
32.09,32.09.29,32.09.29.2004,UJUNGSEMI
32.09,32.09.29,32.09.29.2005,WARGABINANGUN
32.09,32.09.29,32.09.29.2008,GUWA KIDUL
32.09,32.09.29,32.09.29.2009,GUWA LOR
32.10,32.10.01,32.10.01.2001,CIPASUNG
32.10,32.10.01,32.10.01.2003,BOROGOJOL
32.10,32.10.01,32.10.01.2002,BANGBAYANG
32.10,32.10.01,32.10.01.2004,CIBULAN
32.10,32.10.01,32.10.01.2005,LEMAHPUTIH
32.10,32.10.01,32.10.01.2006,SADAWANGI
32.10,32.10.01,32.10.01.2011,MARGAJAYA
32.10,32.10.01,32.10.01.2009,KALAPADUA
32.10,32.10.01,32.10.01.2010,CIGALEUH
32.10,32.10.01,32.10.01.2015,MEKARMULYA
32.10,32.10.01,32.10.01.2014,SINARGALIH
32.10,32.10.01,32.10.01.2008,PADAREK
32.10,32.10.01,32.10.01.2012,SUKAJADI
32.10,32.10.01,32.10.01.2007,KEPUH
32.10,32.10.01,32.10.01.2013,MEKARWANGI
32.10,32.10.01,32.10.01.2016,SUKAMAJU
32.10,32.10.01,32.10.01.2019,LEMAHSUGIH
32.10,32.10.01,32.10.01.2018,DAYEUHWANGI
32.10,32.10.01,32.10.01.2017,CISALAK
32.10,32.10.02,32.10.02.2022,SINDANGHURIP
32.10,32.10.02,32.10.02.2002,CIPEUNDEUY
32.10,32.10.02,32.10.02.2008,CIMANGGUHILIR
32.10,32.10.02,32.10.02.2009,SALAWANGI
32.10,32.10.02,32.10.02.2018,SILIHWANGI
32.10,32.10.02,32.10.02.2016,WADOWETAN
32.10,32.10.02,32.10.02.2010,BANTARUJEG
32.10,32.10.02,32.10.02.2017,BABAKANSARI
32.10,32.10.02,32.10.02.2011,GUNUNGLARANG
32.10,32.10.02,32.10.02.2012,CIKIDANG
32.10,32.10.02,32.10.02.2013,CINAMBO
32.10,32.10.02,32.10.02.2014,HAURGEULIS
32.10,32.10.02,32.10.02.2015,SUKAMENAK
32.10,32.10.26,32.10.26.2008,BUNINAGARA
32.10,32.10.26,32.10.26.2002,WERASARI
32.10,32.10.26,32.10.26.2003,MALAUSMA
32.10,32.10.26,32.10.26.2007,BANYUSARI
32.10,32.10.26,32.10.26.2009,JAGAMULYA
32.10,32.10.26,32.10.26.2005,CIMUNCANG
32.10,32.10.26,32.10.26.2006,CIRANCA
32.10,32.10.26,32.10.26.2004,LEBAKWANGI
32.10,32.10.26,32.10.26.2001,SUKADANA
32.10,32.10.26,32.10.26.2010,GIRIMUKTI
32.10,32.10.26,32.10.26.2011,KRAMAT JAYA
32.10,32.10.03,32.10.03.2002,CISOKA
32.10,32.10.03,32.10.03.2003,SINDANGPANJI
32.10,32.10.03,32.10.03.2004,CIKIJING
32.10,32.10.03,32.10.03.2008,CIDULANG
32.10,32.10.03,32.10.03.2014,SUKAMUKTI
32.10,32.10.03,32.10.03.2007,KASTURI
32.10,32.10.03,32.10.03.2006,BANJARANSARI
32.10,32.10.03,32.10.03.2005,SINDANG
32.10,32.10.03,32.10.03.2001,SUKASARI
32.10,32.10.03,32.10.03.2011,SUNALARI
32.10,32.10.03,32.10.03.2010,BAGJASARI
32.10,32.10.03,32.10.03.2009,JAGASARI
32.10,32.10.03,32.10.03.2015,CILANCANG
32.10,32.10.03,32.10.03.2013,KANCANA
32.10,32.10.03,32.10.03.2012,CIPULUS
32.10,32.10.23,32.10.23.2001,SEDAREJA
32.10,32.10.23,32.10.23.2012,CINTAASIH
32.10,32.10.23,32.10.23.2002,CIDADAP
32.10,32.10.23,32.10.23.2003,MANIIS
32.10,32.10.23,32.10.23.2010,RAWA
32.10,32.10.23,32.10.23.2004,NAGARAKEMBANG
32.10,32.10.23,32.10.23.2005,WANGKELANG
32.10,32.10.23,32.10.23.2006,CIMANGGU
32.10,32.10.23,32.10.23.2009,CIRANJENG
32.10,32.10.23,32.10.23.2007,CINGAMBUL
32.10,32.10.23,32.10.23.2013,MUKTISARI
32.10,32.10.23,32.10.23.2008,CIKONDANG
32.10,32.10.23,32.10.23.2011,KONDANGMEKAR
32.10,32.10.04,32.10.04.2016,MARGAMUKTI
32.10,32.10.04,32.10.04.2002,CIBEUREUM
32.10,32.10.04,32.10.04.2003,CIKEUSAL
32.10,32.10.04,32.10.04.2004,JATIPAMOR
32.10,32.10.04,32.10.04.2006,CICANIR
32.10,32.10.04,32.10.04.2007,CAMPAGA
32.10,32.10.04,32.10.04.2001,LAMPUYANG
32.10,32.10.04,32.10.04.2015,MEKARRAHARJA
32.10,32.10.04,32.10.04.2009,TALAGA KULON
32.10,32.10.04,32.10.04.2010,TALAGA WETAN
32.10,32.10.04,32.10.04.2012,SALADO
32.10,32.10.04,32.10.04.2005,ARGASARI
32.10,32.10.04,32.10.04.2013,GUNUNGMANIK
32.10,32.10.04,32.10.04.2011,GANEAS
32.10,32.10.04,32.10.04.2008,SUKAPERNA
32.10,32.10.04,32.10.04.2014,KERTAHAYU
32.10,32.10.04,32.10.04.2017,MEKARHURIP
32.10,32.10.22,32.10.22.2001,GENTENG
32.10,32.10.22,32.10.22.2012,HEGARMANAH
32.10,32.10.22,32.10.22.2004,SINDANGPALA
32.10,32.10.22,32.10.22.2003,DARMALARANG
32.10,32.10.22,32.10.22.2011,SUNIA BARU
32.10,32.10.22,32.10.22.2010,SANGIANG
32.10,32.10.22,32.10.22.2002,SUNIA
32.10,32.10.22,32.10.22.2009,KAREO
32.10,32.10.22,32.10.22.2005,BANJARAN
32.10,32.10.22,32.10.22.2006,KAGOK
32.10,32.10.22,32.10.22.2007,CIMEONG
32.10,32.10.22,32.10.22.2008,PANYINDANGAN
32.10,32.10.22,32.10.22.2013,GIRIMULYA
32.10,32.10.05,32.10.05.2001,SAGARA
32.10,32.10.05,32.10.05.2002,CIBUNUT
32.10,32.10.05,32.10.05.2003,TEJAMULYA
32.10,32.10.05,32.10.05.2012,SUKASARI KIDUL
32.10,32.10.05,32.10.05.2004,SUKASARI KALER
32.10,32.10.05,32.10.05.2007,SADASARI
32.10,32.10.05,32.10.05.2006,SUKADANA
32.10,32.10.05,32.10.05.2005,ARGAMUKTI
32.10,32.10.05,32.10.05.2014,ARGALINGGA
32.10,32.10.05,32.10.05.2008,HAURSEAH
32.10,32.10.05,32.10.05.2013,GUNUNGWANGI
32.10,32.10.05,32.10.05.2009,MEKARWANGI
32.10,32.10.05,32.10.05.2011,HEUBEULISUK
32.10,32.10.05,32.10.05.2010,CIKARACAK
32.10,32.10.06,32.10.06.2001,CIHAUR
32.10,32.10.06,32.10.06.2002,WANAHAYU
32.10,32.10.06,32.10.06.2003,CENGAL
32.10,32.10.06,32.10.06.2004,ANGGRAWATI
32.10,32.10.06,32.10.06.2005,CIPICUNG
32.10,32.10.06,32.10.06.2006,MALONGPONG
32.10,32.10.06,32.10.06.2007,TEGALSARI
32.10,32.10.06,32.10.06.2017,MAJA SELATAN
32.10,32.10.06,32.10.06.2008,MAJA UTARA
32.10,32.10.06,32.10.06.2009,PASANGGRAHAN
32.10,32.10.06,32.10.06.2010,CIEURIH
32.10,32.10.06,32.10.06.2011,KARTABASUKI
32.10,32.10.06,32.10.06.2012,SINDANGKERTA
32.10,32.10.06,32.10.06.2013,BANJARAN
32.10,32.10.06,32.10.06.2014,PANIIS
32.10,32.10.06,32.10.06.2015,CICALUNG
32.10,32.10.06,32.10.06.2016,PAGERAJI
32.10,32.10.06,32.10.06.2018,NUNUK BARU
32.10,32.10.07,32.10.07.1002,BABAKAN JAWA
32.10,32.10.07,32.10.07.2014,CIBODAS
32.10,32.10.07,32.10.07.2005,KULUR
32.10,32.10.07,32.10.07.2006,KAWUNGGIRANG
32.10,32.10.07,32.10.07.1004,SINDANGKASIH
32.10,32.10.07,32.10.07.1003,CICURUG
32.10,32.10.07,32.10.07.1007,MAJALENGKA WETAN
32.10,32.10.07,32.10.07.1011,TONJONG
32.10,32.10.07,32.10.07.1009,TARIKOLOT
32.10,32.10.07,32.10.07.1010,CIKASARUNG
32.10,32.10.07,32.10.07.1013,CIJATI
32.10,32.10.07,32.10.07.1008,MAJALENGKA KULON
32.10,32.10.07,32.10.07.1001,MUNJUL
32.10,32.10.07,32.10.07.2012,SIDAMUKTI
32.10,32.10.20,32.10.20.2001,KAWUNGHILIR
32.10,32.10.20,32.10.20.2002,TAJUR
32.10,32.10.20,32.10.20.1004,CIGASONG
32.10,32.10.20,32.10.20.1005,SIMPEUREUM
32.10,32.10.20,32.10.20.2003,TENJOLAYAR
32.10,32.10.20,32.10.20.2009,KUTAMANGGU
32.10,32.10.20,32.10.20.1006,CICENANG
32.10,32.10.20,32.10.20.2007,BARIBIS
32.10,32.10.20,32.10.20.2008,BATUJAYA
32.10,32.10.20,32.10.20.2010,KARAYUNAN
32.10,32.10.08,32.10.08.2019,CANDRAJAYA
32.10,32.10.08,32.10.08.2001,CIOMAS
32.10,32.10.08,32.10.08.2002,PADAHANTEN
32.10,32.10.08,32.10.08.2009,SUKAHAJI
32.10,32.10.08,32.10.08.2018,CIKALONG
32.10,32.10.08,32.10.08.2016,BABAKANMANJETI
32.10,32.10.08,32.10.08.2015,CIKONENG
32.10,32.10.08,32.10.08.2014,PALABUAN
32.10,32.10.08,32.10.08.2011,CIKEUSIK
32.10,32.10.08,32.10.08.2010,SALAGEDANG
32.10,32.10.08,32.10.08.2017,TANJUNGSARI
32.10,32.10.08,32.10.08.2012,JAYI
32.10,32.10.08,32.10.08.2013,NANGGEWER
32.10,32.10.25,32.10.25.2001,PASIRAYU
32.10,32.10.25,32.10.25.2003,GARAWASTU
32.10,32.10.25,32.10.25.2007,SANGKANHURIP
32.10,32.10.25,32.10.25.2004,INDRAKILA
32.10,32.10.25,32.10.25.2002,SINDANG
32.10,32.10.25,32.10.25.2005,GUNUNGKUNING
32.10,32.10.25,32.10.25.2008,BAYUREJA
32.10,32.10.09,32.10.09.2001,PAJAJAR
32.10,32.10.09,32.10.09.2002,TEJA
32.10,32.10.09,32.10.09.2003,PAYUNG
32.10,32.10.09,32.10.09.2005,SINDANGPANO
32.10,32.10.09,32.10.09.2004,BABAKANKAREO
32.10,32.10.09,32.10.09.2006,SADOMAS
32.10,32.10.09,32.10.09.2007,KUMBUNG
32.10,32.10.09,32.10.09.2008,RAJAGALUH KIDUL
32.10,32.10.09,32.10.09.2009,SINGAWADA
32.10,32.10.09,32.10.09.2013,RAJAGALUH
32.10,32.10.09,32.10.09.2010,RAJAGALUH LOR
32.10,32.10.09,32.10.09.2011,CIPINANG
32.10,32.10.09,32.10.09.2012,CISETU
32.10,32.10.21,32.10.21.2001,BANTARAGUNG
32.10,32.10.21,32.10.21.2002,PADAHERANG
32.10,32.10.21,32.10.21.2010,LENGKONG WETAN
32.10,32.10.21,32.10.21.2003,LENGKONG KULON
32.10,32.10.21,32.10.21.2004,JERUKLEUEUT
32.10,32.10.21,32.10.21.2005,SINDANGWANGI
32.10,32.10.21,32.10.21.2006,BUAHKAPAS
32.10,32.10.21,32.10.21.2007,UJUNGBERUNG
32.10,32.10.21,32.10.21.2009,LEUWILAJA
32.10,32.10.21,32.10.21.2008,BALAGEDOG
32.10,32.10.10,32.10.10.2001,PARAKAN
32.10,32.10.10,32.10.10.2004,LAME
32.10,32.10.10,32.10.10.2005,MINDI
32.10,32.10.10,32.10.10.2006,RAJAWANGI
32.10,32.10.10,32.10.10.2007,LEUWIKUJANG
32.10,32.10.10,32.10.10.2003,NANGGERANG
32.10,32.10.10,32.10.10.2002,PATUANAN
32.10,32.10.10,32.10.10.2013,TANJUNGSARI
32.10,32.10.10,32.10.10.2012,KARANGASEM
32.10,32.10.10,32.10.10.2011,HEULEUT
32.10,32.10.10,32.10.10.2010,CIPARAY
32.10,32.10.10,32.10.10.2009,LEUWIMUNDING
32.10,32.10.10,32.10.10.2008,MIRAT
32.10,32.10.10,32.10.10.2014,PARUNGJAYA
32.10,32.10.19,32.10.19.2004,WERAGATI
32.10,32.10.19,32.10.19.2005,TRAJAYA
32.10,32.10.19,32.10.19.2006,TARIKOLOT
32.10,32.10.19,32.10.19.2008,SINDANGHAJI
32.10,32.10.19,32.10.19.2012,ENGGALWANGI
32.10,32.10.19,32.10.19.2007,BUNIWANGI
32.10,32.10.19,32.10.19.2003,PALASAH
32.10,32.10.19,32.10.19.2010,PASIR
32.10,32.10.19,32.10.19.2009,WARINGIN
32.10,32.10.19,32.10.19.2011,KARAMAT
32.10,32.10.19,32.10.19.2013,SINDANGWASA
32.10,32.10.19,32.10.19.2002,CISAMBENG
32.10,32.10.19,32.10.19.2001,MAJASUKA
32.10,32.10.11,32.10.11.2006,PINANGRAJA
32.10,32.10.11,32.10.11.2014,SUKARAJA KULON
32.10,32.10.11,32.10.11.2005,SUKARAJA WETAN
32.10,32.10.11,32.10.11.2007,CIBENTAR
32.10,32.10.11,32.10.11.2008,LEUWEUNGGEDE
32.10,32.10.11,32.10.11.2004,ANDIR
32.10,32.10.11,32.10.11.2003,CICADAS
32.10,32.10.11,32.10.11.2002,BURUJUL WETAN
32.10,32.10.11,32.10.11.2001,BURUJUL KULON
32.10,32.10.11,32.10.11.2015,MEKARSARI
32.10,32.10.11,32.10.11.2012,JATIWANGI
32.10,32.10.11,32.10.11.2016,SURAWANGI
32.10,32.10.11,32.10.11.2011,JATISURA
32.10,32.10.11,32.10.11.2010,SUTAWANGI
32.10,32.10.11,32.10.11.2009,CIBOLERANG
32.10,32.10.11,32.10.11.2013,LOJI
32.10,32.10.12,32.10.12.2015,BOJONGCIDERES
32.10,32.10.12,32.10.12.2007,DAWUAN
32.10,32.10.12,32.10.12.2008,GENTENG
32.10,32.10.12,32.10.12.2006,GANDU
32.10,32.10.12,32.10.12.2017,SINARJATI
32.10,32.10.12,32.10.12.2021,BATURUYUK
32.10,32.10.12,32.10.12.2010,MANDAPA
32.10,32.10.12,32.10.12.2011,BALIDA
32.10,32.10.12,32.10.12.2018,PASIRMALATI
32.10,32.10.12,32.10.12.2012,KARANGANYAR
32.10,32.10.12,32.10.12.2013,SALAWANA
32.10,32.10.24,32.10.24.2001,JATISAWIT
32.10,32.10.24,32.10.24.2002,LEUWIKIDANG
